order_id,customer_id,product_id,quantity,price,order_date
37501,5842,909,3,233.610000000000000000,2023-01-11
37502,7529,2,12,110.060000000000000000,2024-07-01
37503,1248,786,7,340.960000000000000000,2023-03-04
37504,3151,348,1,114.170000000000000000,2023-02-03
37505,8008,869,10,354.370000000000000000,2023-07-25
37506,5683,345,9,91.420000000000000000,2023-11-10
37507,3558,10,11,363.120000000000000000,2023-02-06
37508,4023,287,14,450.960000000000000000,2024-03-27
37509,7382,882,15,320.840000000000000000,2023-09-04
37510,425,25,14,342.770000000000000000,2024-09-16
37511,7401,93,7,221.810000000000000000,2024-01-08
37512,493,703,1,217.230000000000000000,2023-06-19
37513,6703,821,16,441.960000000000000000,2024-12-27
37514,2449,644,16,138.770000000000000000,2024-03-06
37515,7616,87,11,418.750000000000000000,2024-11-28
37516,3459,125,19,362.580000000000000000,2023-10-07
37517,6898,966,4,159.210000000000000000,2023-06-25
37518,9523,81,6,209.570000000000000000,2024-12-15
37519,4633,576,14,154.850000000000000000,2024-06-29
37520,3888,800,11,409.010000000000000000,2024-06-09
37521,9696,908,8,107.860000000000000000,2024-11-09
37522,4869,375,12,211.800000000000000000,2024-06-25
37523,2316,354,4,277.970000000000000000,2024-05-15
37524,8774,460,10,186.550000000000000000,2023-05-18
37525,5741,880,8,217.370000000000000000,2024-12-12
37526,801,49,19,331.930000000000000000,2024-11-28
37527,4263,30,3,221.180000000000000000,2023-05-31
37528,6188,98,13,220.220000000000000000,2023-09-20
37529,3319,610,14,265.980000000000000000,2024-09-05
37530,9966,763,17,482.630000000000000000,2023-03-28
37531,5931,549,3,487.240000000000000000,2023-03-28
37532,122,908,1,125.920000000000000000,2024-04-25
37533,4738,629,16,98.320000000000000000,2024-11-03
37534,2502,940,13,180.770000000000000000,2023-03-01
37535,6369,722,10,483.040000000000000000,2023-02-06
37536,6441,223,1,231.430000000000000000,2023-08-25
37537,1278,648,13,155.820000000000000000,2024-02-22
37538,4089,434,2,95.070000000000000000,2023-08-10
37539,439,798,12,491.240000000000000000,2023-06-20
37540,3999,431,15,220.750000000000000000,2023-10-07
37541,2741,839,2,399.030000000000000000,2024-12-27
37542,6937,838,11,432.350000000000000000,2023-04-03
37543,8747,608,5,348.750000000000000000,2023-10-19
37544,1384,599,6,396.670000000000000000,2024-03-18
37545,4273,466,13,69.120000000000000000,2024-04-03
37546,1938,451,8,376.820000000000000000,2024-10-08
37547,6592,660,14,281.470000000000000000,2023-12-17
37548,2083,585,11,222.590000000000000000,2024-03-19
37549,2693,177,3,382.580000000000000000,2023-10-22
37550,6090,8,3,263.170000000000000000,2024-01-01
37551,6474,1000,17,293.720000000000000000,2024-02-19
37552,9620,773,7,386.210000000000000000,2023-01-20
37553,7233,843,17,292.660000000000000000,2023-06-04
37554,6102,443,14,339.270000000000000000,2023-11-02
37555,4186,909,1,424.210000000000000000,2024-10-21
37556,118,695,15,265.230000000000000000,2024-07-03
37557,7980,293,12,466.440000000000000000,2023-08-28
37558,9878,32,17,371.730000000000000000,2023-10-02
37559,84,324,2,268.740000000000000000,2023-11-19
37560,9380,145,6,257.620000000000000000,2024-02-24
37561,5644,749,14,65.950000000000000000,2023-03-25
37562,3979,826,9,176.690000000000000000,2024-07-20
37563,8413,918,11,375.730000000000000000,2023-06-29
37564,4486,133,4,66.910000000000000000,2024-01-12
37565,1907,25,3,244.360000000000000000,2023-08-27
37566,5470,402,17,207.070000000000000000,2024-05-30
37567,6985,174,8,395.540000000000000000,2024-04-12
37568,9615,594,19,428.140000000000000000,2023-06-10
37569,7575,469,18,413.700000000000000000,2024-08-26
37570,3714,76,20,116.930000000000000000,2023-06-29
37571,10,968,15,355.680000000000000000,2023-05-05
37572,6787,361,19,462.380000000000000000,2024-05-18
37573,9100,902,16,197.180000000000000000,2024-11-15
37574,428,226,19,111.770000000000000000,2023-01-24
37575,4322,250,18,269.250000000000000000,2023-06-11
37576,9741,422,10,116.960000000000000000,2023-12-07
37577,7281,184,20,370.090000000000000000,2024-04-26
37578,1273,676,11,163.220000000000000000,2024-02-13
