order_id,customer_id,product_id,quantity,price,order_date
62501,6075,472,4,92.570000000000000000,2023-11-11
62502,3264,495,9,453.540000000000000000,2023-10-02
62503,4028,254,18,258.690000000000000000,2023-09-23
62504,6634,513,6,163.420000000000000000,2024-07-23
62505,8549,272,16,78.400000000000000000,2023-03-09
62506,579,808,11,356.690000000000000000,2023-02-13
62507,2978,349,10,200.030000000000000000,2024-12-16
62508,1084,430,7,65.930000000000000000,2024-01-11
62509,549,629,1,261.420000000000000000,2023-11-10
62510,7401,412,11,460.750000000000000000,2023-10-09
62511,2673,8,17,461.930000000000000000,2023-01-20
62512,7116,640,7,451.550000000000000000,2023-12-28
62513,4696,662,11,278.110000000000000000,2023-04-15
62514,7016,389,2,391.460000000000000000,2024-08-30
62515,9004,425,3,490.310000000000000000,2023-09-05
62516,7342,561,8,241.810000000000000000,2023-11-26
62517,6650,630,1,201.670000000000000000,2024-04-27
62518,6182,845,14,204.060000000000000000,2023-08-26
62519,9204,481,10,57.730000000000000000,2024-11-25
62520,1166,719,2,163.670000000000000000,2024-03-20
62521,7223,486,9,127.880000000000000000,2024-09-21
62522,8365,448,11,139.550000000000000000,2023-07-14
62523,65,997,1,492.230000000000000000,2023-01-09
62524,7678,116,11,159.530000000000000000,2023-06-07
62525,9638,952,16,263.680000000000000000,2023-03-15
62526,8177,300,16,189.690000000000000000,2023-01-14
62527,5511,796,8,83.940000000000000000,2024-08-09
62528,3663,738,3,287.750000000000000000,2023-03-07
62529,8705,594,9,87.950000000000000000,2024-04-28
62530,4347,177,15,164.450000000000000000,2024-01-17
62531,3785,917,10,185.540000000000000000,2024-07-29
62532,7532,311,15,142.740000000000000000,2023-08-28
62533,4750,267,1,149.270000000000000000,2024-12-08
62534,9782,894,12,344.310000000000000000,2023-06-08
62535,2616,906,16,497.100000000000000000,2023-03-06
62536,3214,570,12,479.950000000000000000,2023-10-27
62537,5153,1000,1,130.440000000000000000,2024-07-13
62538,1970,789,18,383.230000000000000000,2024-03-01
62539,3931,684,18,292.300000000000000000,2024-06-16
62540,7815,956,13,190.530000000000000000,2024-07-20
62541,8464,790,5,465.330000000000000000,2023-01-17
62542,4036,599,1,216.580000000000000000,2023-07-30
62543,4044,467,13,172.500000000000000000,2023-07-18
62544,9525,534,13,96.300000000000000000,2023-05-07
62545,2256,189,6,233.560000000000000000,2024-07-28
62546,5358,554,5,147.770000000000000000,2024-01-30
62547,6054,669,9,461.300000000000000000,2024-01-28
62548,6715,636,7,157.900000000000000000,2024-11-06
62549,4648,83,8,74.950000000000000000,2024-02-14
62550,7061,332,4,137.750000000000000000,2023-03-10
62551,9169,344,19,163.270000000000000000,2024-01-19
62552,7463,228,5,238.190000000000000000,2024-06-03
62553,1275,365,5,304.260000000000000000,2023-06-18
62554,1724,691,10,314.350000000000000000,2023-04-09
62555,1873,921,14,267.490000000000000000,2024-10-11
62556,467,605,15,492.280000000000000000,2024-05-22
62557,7974,528,13,325.370000000000000000,2023-07-03
62558,1286,354,9,401.130000000000000000,2024-01-18
62559,7844,589,6,203.450000000000000000,2023-08-15
62560,7162,323,13,494.820000000000000000,2023-04-08
62561,5118,729,10,313.950000000000000000,2023-10-21
62562,4334,38,6,257.900000000000000000,2024-02-22
62563,1378,409,7,272.900000000000000000,2024-10-02
62564,357,923,17,390.080000000000000000,2023-11-05
62565,8736,555,20,73.570000000000000000,2023-10-31
