order_id,customer_id,product_id,quantity,price,order_date
25001,8533,967,6,123.520000000000000000,2024-08-19
25002,871,417,11,71.170000000000000000,2024-01-29
25003,8646,180,11,45.150000000000000000,2024-01-27
25004,9889,777,17,331.120000000000000000,2024-07-24
25005,636,456,1,425.510000000000000000,2023-01-03
25006,8594,958,5,371.670000000000000000,2023-05-03
25007,6814,23,5,196.540000000000000000,2023-04-19
25008,2131,469,16,96.160000000000000000,2023-12-19
25009,8656,207,1,282.110000000000000000,2024-02-22
25010,332,594,16,262.200000000000000000,2024-03-05
25011,6776,643,20,263.780000000000000000,2023-09-29
25012,8258,843,16,347.180000000000000000,2024-01-17
25013,9278,729,16,234.950000000000000000,2024-09-15
25014,156,99,19,219.210000000000000000,2023-12-19
25015,6719,359,7,266.080000000000000000,2023-06-04
25016,8330,482,12,211.150000000000000000,2024-10-09
25017,5305,326,5,234.250000000000000000,2024-12-27
25018,4433,775,16,334.200000000000000000,2024-09-08
25019,3471,510,2,296.020000000000000000,2024-01-16
25020,1549,302,10,174.250000000000000000,2023-08-12
25021,4189,473,13,245.580000000000000000,2024-01-25
25022,234,814,1,121.570000000000000000,2023-01-22
25023,3496,193,9,173.300000000000000000,2023-12-24
25024,7503,458,17,396.160000000000000000,2024-02-26
25025,7487,915,2,294.170000000000000000,2023-04-27
25026,5316,734,20,75.500000000000000000,2023-05-31
25027,3664,7,12,382.370000000000000000,2023-03-31
25028,3883,378,11,352.490000000000000000,2024-08-29
25029,9076,841,20,88.850000000000000000,2023-08-21
25030,3583,811,4,363.940000000000000000,2024-02-23
25031,1125,863,9,489.730000000000000000,2024-06-03
25032,9697,663,10,108.020000000000000000,2023-10-19
25033,6740,9,7,101.000000000000000000,2024-08-08
25034,8096,259,14,120.020000000000000000,2024-08-03
25035,1006,115,4,54.780000000000000000,2023-07-16
25036,5637,412,11,208.810000000000000000,2024-05-18
25037,6839,254,19,415.560000000000000000,2024-10-26
25038,9231,938,9,417.640000000000000000,2023-05-05
25039,770,284,13,367.890000000000000000,2023-05-27
25040,4554,959,20,59.460000000000000000,2023-02-05
25041,3186,977,19,477.060000000000000000,2023-12-12
25042,2945,692,14,460.240000000000000000,2024-01-08
25043,8637,239,17,178.280000000000000000,2023-12-24
25044,6398,883,11,231.920000000000000000,2023-10-26
25045,5034,779,14,278.700000000000000000,2024-05-30
25046,9101,516,8,236.680000000000000000,2024-02-03
25047,9807,779,11,486.130000000000000000,2023-04-14
25048,9399,940,1,244.680000000000000000,2023-09-25
25049,6550,214,17,289.560000000000000000,2024-08-25
25050,4244,24,8,240.180000000000000000,2024-06-20
25051,5450,601,18,333.520000000000000000,2023-02-28
25052,6575,173,1,436.870000000000000000,2023-06-06
25053,7456,859,5,297.450000000000000000,2023-07-05
25054,8656,513,18,141.240000000000000000,2023-04-11
25055,9333,122,15,439.090000000000000000,2023-11-17
25056,1475,765,9,344.280000000000000000,2023-04-12
25057,9765,721,18,189.230000000000000000,2024-07-28
25058,9829,986,8,357.580000000000000000,2024-01-28
25059,2863,912,16,175.470000000000000000,2024-05-05
25060,7985,387,7,223.170000000000000000,2024-08-01
25061,3069,477,19,115.860000000000000000,2023-08-22
25062,4535,960,15,351.170000000000000000,2024-02-18
25063,8371,9,4,104.300000000000000000,2024-06-22
25064,6040,699,17,410.190000000000000000,2023-02-04
25065,3185,373,10,314.110000000000000000,2023-05-30
25066,4413,587,3,287.120000000000000000,2023-03-22
25067,862,836,17,122.080000000000000000,2024-09-17
25068,7183,672,1,103.290000000000000000,2024-08-30
25069,7541,396,17,131.150000000000000000,2023-10-06
25070,4688,140,19,108.080000000000000000,2024-06-07
25071,2377,703,11,295.800000000000000000,2024-06-12
25072,1652,503,15,404.590000000000000000,2024-08-30
25073,2973,701,17,400.680000000000000000,2023-08-12
25074,3932,952,18,436.940000000000000000,2024-01-26
25075,4056,883,11,124.200000000000000000,2024-12-29
25076,3093,735,16,399.670000000000000000,2024-12-05
25077,4308,202,10,463.560000000000000000,2023-04-04
25078,1471,702,9,298.970000000000000000,2023-07-17
25079,3285,413,8,166.480000000000000000,2024-09-09
25080,5471,399,20,109.570000000000000000,2024-10-07
25081,8782,513,12,148.140000000000000000,2023-10-06
25082,5295,786,17,389.190000000000000000,2024-07-02
25083,8904,673,17,454.670000000000000000,2024-07-31
25084,1882,184,12,326.580000000000000000,2024-07-08
25085,1854,211,7,111.780000000000000000,2024-02-24
25086,9610,385,18,82.240000000000000000,2024-07-31
25087,8603,249,7,251.680000000000000000,2024-10-12
25088,5114,526,20,156.320000000000000000,2023-12-24
25089,8313,747,11,365.640000000000000000,2023-05-13
25090,421,439,13,358.760000000000000000,2023-06-11
25091,931,594,1,213.730000000000000000,2023-05-22
25092,8324,862,3,169.540000000000000000,2024-05-08
25093,3091,54,15,235.580000000000000000,2023-07-21
25094,851,1,6,104.380000000000000000,2024-09-08
25095,4745,8,19,244.670000000000000000,2023-06-29
25096,5758,321,6,365.280000000000000000,2024-08-13
25097,5343,611,13,287.360000000000000000,2023-04-28
25098,799,827,2,497.420000000000000000,2023-08-28
25099,489,752,12,452.200000000000000000,2024-06-10
25100,6258,383,2,498.720000000000000000,2023-03-20
25101,2938,611,14,255.560000000000000000,2023-01-04
25102,4570,445,9,147.790000000000000000,2024-08-07
25103,5061,893,6,342.230000000000000000,2023-09-03
25104,6200,993,1,400.090000000000000000,2023-07-12
25105,9058,40,2,247.990000000000000000,2023-06-13
25106,2775,773,18,271.440000000000000000,2024-06-19
25107,9226,841,2,407.890000000000000000,2023-06-08
25108,3608,251,12,50.110000000000000000,2023-07-10
25109,5629,201,5,246.450000000000000000,2024-11-08
25110,3015,519,16,329.010000000000000000,2023-05-11
25111,2015,147,7,469.630000000000000000,2024-03-29
25112,1094,857,19,136.780000000000000000,2024-07-30
25113,7962,817,17,238.250000000000000000,2023-08-19
25114,3435,695,12,195.960000000000000000,2024-03-17
25115,5091,780,5,460.310000000000000000,2023-03-16
25116,9547,372,7,420.250000000000000000,2024-10-03
25117,6367,217,8,379.620000000000000000,2023-09-02
25118,7089,126,5,280.070000000000000000,2024-12-11
25119,8183,631,8,418.060000000000000000,2023-01-01
25120,3909,761,20,178.250000000000000000,2024-09-16
25121,3125,133,10,243.720000000000000000,2024-11-18
25122,7249,117,11,311.560000000000000000,2024-11-30
25123,2322,407,11,294.060000000000000000,2023-10-04
25124,4250,736,14,93.410000000000000000,2023-03-05
25125,2266,255,12,457.820000000000000000,2024-09-04
25126,2682,579,2,115.640000000000000000,2024-11-25
25127,5500,592,8,201.940000000000000000,2024-12-26
25128,1934,569,2,121.490000000000000000,2023-06-27
25129,4966,431,20,74.000000000000000000,2024-11-09
25130,2118,496,16,313.820000000000000000,2023-07-17
25131,39,880,17,326.330000000000000000,2023-01-08
25132,1183,883,20,277.680000000000000000,2023-05-24
25133,5741,328,16,432.750000000000000000,2023-07-22
25134,2313,711,7,188.630000000000000000,2024-04-04
25135,2167,651,12,287.400000000000000000,2023-05-02
25136,1858,785,16,202.480000000000000000,2024-07-03
25137,8146,343,7,387.360000000000000000,2023-09-25
25138,2088,989,13,334.340000000000000000,2024-02-18
25139,5295,614,7,213.300000000000000000,2023-06-24
25140,2058,607,14,80.350000000000000000,2024-12-23
25141,2452,101,10,279.880000000000000000,2024-04-21
25142,7095,41,18,337.250000000000000000,2023-07-30
25143,9927,590,2,147.420000000000000000,2024-03-10
25144,3605,379,20,58.580000000000000000,2024-03-26
25145,8348,10,2,376.170000000000000000,2023-05-20
25146,2306,748,11,140.400000000000000000,2023-01-11
25147,8149,911,1,303.620000000000000000,2023-06-13
25148,4831,499,13,378.220000000000000000,2023-12-28
25149,5795,872,10,400.370000000000000000,2023-07-26
25150,1264,713,19,206.370000000000000000,2023-01-31
25151,7547,451,15,245.710000000000000000,2023-12-02
25152,118,486,1,259.790000000000000000,2023-03-20
25153,9757,682,11,135.810000000000000000,2024-10-02
25154,9734,443,9,52.880000000000000000,2023-09-13
25155,6606,958,9,321.590000000000000000,2024-10-18
25156,6656,433,17,228.650000000000000000,2024-07-05
25157,8494,102,6,85.620000000000000000,2023-10-31
25158,4119,71,17,394.080000000000000000,2023-12-21
25159,9618,27,18,330.460000000000000000,2024-05-18
25160,47,47,2,264.250000000000000000,2023-06-09
25161,6406,757,18,151.960000000000000000,2023-11-11
25162,6007,184,14,275.040000000000000000,2023-03-02
25163,4199,408,20,427.740000000000000000,2023-03-12
25164,2305,976,14,105.130000000000000000,2023-06-07
25165,4835,968,9,296.270000000000000000,2023-03-23
25166,6395,719,16,355.550000000000000000,2024-08-24
25167,6676,972,3,422.340000000000000000,2024-04-22
25168,317,356,15,187.750000000000000000,2024-08-23
25169,5381,710,8,149.930000000000000000,2024-03-22
25170,3080,486,3,58.980000000000000000,2024-08-31
25171,856,714,17,250.720000000000000000,2023-09-22
25172,1128,83,4,245.880000000000000000,2023-09-30
25173,5158,482,3,256.000000000000000000,2023-10-26
25174,7195,572,20,235.320000000000000000,2024-01-02
25175,5415,448,14,69.360000000000000000,2023-12-25
25176,9463,839,1,402.640000000000000000,2024-03-15
25177,9215,875,2,272.480000000000000000,2023-08-31
25178,9807,75,17,285.790000000000000000,2024-02-28
25179,7968,493,4,423.340000000000000000,2024-08-30
25180,9206,3,14,281.120000000000000000,2023-11-18
25181,2717,86,7,59.450000000000000000,2023-05-27
25182,7245,853,20,238.130000000000000000,2023-08-07
25183,6823,679,5,330.480000000000000000,2024-08-14
25184,9255,444,5,140.030000000000000000,2023-02-03
25185,9522,839,14,200.890000000000000000,2023-10-20
25186,583,838,15,466.990000000000000000,2024-11-14
25187,1456,728,7,176.160000000000000000,2024-01-13
25188,9231,221,13,401.670000000000000000,2023-06-18
25189,3539,537,19,68.230000000000000000,2024-11-24
25190,770,786,13,249.160000000000000000,2023-11-15
25191,3982,957,9,378.580000000000000000,2023-03-02
25192,3170,372,6,155.900000000000000000,2023-06-05
25193,36,298,11,243.370000000000000000,2024-07-31
25194,7610,814,12,175.650000000000000000,2023-12-27
25195,9579,605,15,284.760000000000000000,2024-08-19
25196,4164,47,14,126.000000000000000000,2023-01-24
25197,4253,495,17,55.200000000000000000,2024-11-12
25198,4702,735,1,71.000000000000000000,2024-03-27
25199,2614,812,10,137.090000000000000000,2024-09-01
25200,9955,377,8,113.030000000000000000,2024-05-25
25201,5004,424,5,457.870000000000000000,2023-10-08
25202,8181,786,20,67.880000000000000000,2024-01-11
25203,2072,172,2,181.560000000000000000,2023-12-17
25204,5190,436,16,267.550000000000000000,2024-05-18
25205,3929,352,13,73.010000000000000000,2024-06-27
25206,6457,750,6,401.130000000000000000,2024-09-03
25207,1778,211,3,165.550000000000000000,2024-07-18
25208,8278,221,19,106.670000000000000000,2023-08-20
25209,9369,705,15,397.530000000000000000,2023-03-11
25210,9577,360,17,89.140000000000000000,2024-06-12
25211,1648,331,19,324.310000000000000000,2023-03-18
25212,6046,902,4,325.360000000000000000,2023-07-01
25213,3297,320,19,197.790000000000000000,2023-01-05
25214,1902,553,16,53.110000000000000000,2024-05-23
25215,6454,59,4,367.300000000000000000,2024-12-13
25216,8676,170,17,405.480000000000000000,2024-10-03
25217,1100,675,5,459.860000000000000000,2024-10-14
25218,2571,456,17,367.980000000000000000,2023-05-23
25219,1800,88,4,352.130000000000000000,2023-04-09
25220,1879,406,12,381.760000000000000000,2024-05-21
25221,2148,344,19,311.300000000000000000,2023-12-08
25222,1396,404,12,375.690000000000000000,2024-02-05
25223,1417,428,12,314.510000000000000000,2023-11-09
25224,372,27,1,304.930000000000000000,2023-02-27
25225,5327,215,5,93.240000000000000000,2023-03-23
25226,8158,25,12,285.770000000000000000,2024-04-03
25227,5389,476,19,491.320000000000000000,2023-10-16
25228,1060,430,19,142.300000000000000000,2024-01-22
25229,3941,942,13,383.590000000000000000,2024-11-01
25230,3754,795,20,123.770000000000000000,2023-09-15
25231,5881,11,20,232.550000000000000000,2024-11-12
25232,3027,963,18,333.510000000000000000,2024-07-05
25233,755,171,12,293.800000000000000000,2024-11-01
25234,1060,621,9,252.970000000000000000,2023-05-25
25235,6430,255,3,129.020000000000000000,2023-06-21
25236,8130,532,14,135.520000000000000000,2024-05-18
25237,8279,805,7,157.680000000000000000,2023-01-30
25238,585,680,5,307.310000000000000000,2023-09-08
25239,4210,913,18,238.680000000000000000,2024-06-12
25240,3969,648,4,62.320000000000000000,2024-07-06
25241,1128,287,13,322.090000000000000000,2024-10-05
25242,6888,380,8,296.310000000000000000,2023-10-05
25243,6180,266,9,323.850000000000000000,2024-02-28
25244,256,424,18,351.400000000000000000,2024-02-08
25245,8399,733,20,90.300000000000000000,2023-05-29
25246,7774,499,6,430.890000000000000000,2023-08-21
25247,2214,213,15,449.400000000000000000,2023-09-11
25248,5704,928,14,401.670000000000000000,2023-04-18
25249,5569,141,4,144.600000000000000000,2024-03-03
25250,4502,877,10,141.780000000000000000,2023-03-08
25251,7334,579,5,464.580000000000000000,2023-08-29
25252,1469,933,11,143.760000000000000000,2023-02-22
25253,5981,251,20,109.450000000000000000,2023-04-15
25254,5508,134,20,125.020000000000000000,2024-11-07
25255,5270,26,12,62.880000000000000000,2024-08-15
25256,7164,504,19,122.040000000000000000,2023-06-26
25257,9031,214,8,220.430000000000000000,2023-03-15
25258,9833,15,11,179.030000000000000000,2024-01-11
25259,5790,617,16,177.350000000000000000,2024-11-16
25260,6557,245,9,392.260000000000000000,2023-11-29
25261,5927,869,13,95.810000000000000000,2023-11-19
25262,9380,53,8,316.150000000000000000,2024-04-13
25263,9733,546,17,256.870000000000000000,2024-07-10
25264,7030,114,11,231.480000000000000000,2023-11-29
25265,7581,626,15,119.880000000000000000,2024-05-26
25266,5841,105,16,159.680000000000000000,2024-01-28
25267,4120,300,6,368.120000000000000000,2023-03-06
25268,4678,143,14,332.070000000000000000,2024-03-21
25269,6985,577,18,487.360000000000000000,2024-09-22
25270,2264,100,16,386.800000000000000000,2023-04-10
25271,9332,351,9,352.030000000000000000,2024-04-25
25272,630,413,11,197.120000000000000000,2024-02-15
25273,3028,800,20,52.990000000000000000,2023-01-30
25274,9450,293,20,384.330000000000000000,2024-02-09
25275,320,989,2,227.630000000000000000,2023-08-30
25276,3758,844,14,340.840000000000000000,2023-05-26
