order_id,customer_id,product_id,quantity,price,order_date
75001,5303,376,16,170.560000000000000000,2024-03-04
75002,1236,596,15,220.050000000000000000,2024-12-22
75003,1184,37,13,420.590000000000000000,2024-08-16
75004,2356,648,11,327.810000000000000000,2023-03-28
75005,3399,430,3,131.650000000000000000,2023-05-23
75006,1901,718,19,323.570000000000000000,2024-03-30
75007,5169,308,7,183.810000000000000000,2023-07-20
75008,8844,663,6,185.830000000000000000,2024-01-16
75009,1788,76,2,357.550000000000000000,2024-12-14
75010,3184,136,12,241.080000000000000000,2023-09-30
75011,5615,670,13,355.660000000000000000,2023-10-29
75012,733,64,1,146.210000000000000000,2023-07-24
75013,486,516,9,208.650000000000000000,2024-01-11
75014,3443,408,4,59.360000000000000000,2024-10-31
75015,6169,178,7,318.590000000000000000,2024-12-13
75016,2189,199,1,103.220000000000000000,2024-12-08
75017,3657,606,6,156.000000000000000000,2023-03-16
75018,2377,381,15,249.800000000000000000,2024-05-21
75019,9616,582,16,413.640000000000000000,2024-04-02
75020,8320,770,9,109.900000000000000000,2023-10-04
75021,9112,859,7,46.050000000000000000,2023-08-25
75022,1480,961,17,341.710000000000000000,2023-02-01
75023,6105,430,17,127.560000000000000000,2023-05-01
75024,1713,45,10,470.260000000000000000,2023-07-10
75025,8215,239,19,53.360000000000000000,2024-08-21
75026,1309,675,4,77.410000000000000000,2024-01-21
75027,8010,353,3,374.530000000000000000,2023-02-06
75028,785,45,10,169.570000000000000000,2023-03-08
75029,5407,327,3,313.040000000000000000,2023-06-04
75030,5145,890,16,128.170000000000000000,2023-07-15
75031,2263,332,1,322.890000000000000000,2023-02-19
75032,5419,471,3,408.910000000000000000,2023-05-27
75033,3067,535,14,281.390000000000000000,2023-03-30
75034,7247,882,16,263.080000000000000000,2024-11-23
75035,6551,633,12,387.120000000000000000,2024-03-15
75036,1842,852,13,335.490000000000000000,2024-01-04
75037,1956,518,12,399.210000000000000000,2023-01-02
75038,8581,852,5,123.620000000000000000,2023-10-06
75039,738,176,11,424.290000000000000000,2023-06-27
75040,9058,25,4,329.460000000000000000,2024-04-18
75041,3448,996,3,261.090000000000000000,2023-02-28
75042,1739,974,17,314.100000000000000000,2023-04-12
75043,6159,713,2,362.440000000000000000,2023-06-12
75044,1465,532,4,169.800000000000000000,2023-05-13
75045,5693,290,4,196.340000000000000000,2024-05-26
75046,7314,805,14,184.440000000000000000,2023-11-24
75047,3877,642,7,339.040000000000000000,2023-03-17
75048,7936,51,13,280.650000000000000000,2023-04-11
75049,5779,885,4,370.770000000000000000,2023-01-22
75050,1171,94,19,272.370000000000000000,2023-10-28
75051,8267,949,2,74.030000000000000000,2023-05-11
75052,2893,38,18,291.520000000000000000,2024-04-14
75053,2323,51,3,441.220000000000000000,2023-11-30
75054,8287,712,3,274.200000000000000000,2024-08-25
75055,8788,903,1,125.770000000000000000,2024-05-08
75056,4272,396,11,338.400000000000000000,2023-09-13
75057,6493,617,19,276.670000000000000000,2023-06-26
75058,1629,901,6,332.380000000000000000,2024-10-05
75059,4286,862,16,172.580000000000000000,2023-03-19
75060,7189,812,3,390.770000000000000000,2024-06-19
75061,3808,819,14,266.190000000000000000,2023-12-12
75062,6567,583,4,252.580000000000000000,2024-01-29
75063,393,263,8,477.550000000000000000,2023-02-03
75064,5616,44,3,256.620000000000000000,2023-02-06
